file,Ad-Aware,AegisLab,AhnLab-V3,Alibaba,ALYac,Antiy-AVL,Arcabit,Avast,Avast-Mobile,AVG,Avira,AVware,Baidu,BitDefender,Bkav,CAT-QuickHeal,ClamAV,CMC,Comodo,CrowdStrike-Falcon,Cybereason,Cylance,Cyren,DrWeb,eGambit,Emsisoft,Endgame,ESET-NOD32,Fortinet,F-Prot,F-Secure,GData,Ikarus,Jiangmin,K7AntiVirus,K7GW,Kaspersky,Kingsoft,Malwarebytes,MAX,McAfee,McAfee-GW-Edition,Microsoft,MicroWorld-eScan,NANO-Antivirus,nProtect,Palo-Alto-Networks,Panda,Qihoo-360,Rising,SentinelOne,Sophos,Sophos-AV,Sophos-ML,SUPERAntiSpyware,Symantec,Symantec-Mobile-Insight,Tencent,TheHacker,TotalDefense,TrendMicro,TrendMicro-HouseCall,Trustlook,VBA32,VIPRE,ViRobot,Webroot,WhiteArmor,Yandex,Zillya,ZoneAlarm,Zoner,
https://www.virustotal.com/file/345f56e9d6b84373e7253baa58beaef979816237cd6249438b373b4307306130/analysis/1528148221/,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,N,N,N,1,1,N,1,N,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,N,0,1,0,N,1,N,N,0,1,N,1,0,0,1,1,N,0,0,0,0,N,0,0,1,0,
https://www.virustotal.com/file/c61f0a6e6ac196e0bd6deef00cc81e34cd4588fbffe24cb5826157ffe10e4b87/analysis/1528148221/,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,N,N,N,1,0,N,1,N,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,N,0,1,0,N,1,N,N,0,1,N,1,0,0,1,1,N,0,0,0,0,N,0,0,1,0,
https://www.virustotal.com/file/f2f62a652720adf8af8d257ccf71020892d96d742b55033b5ff2c6d4c450ed87/analysis/1528148222/,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,N,N,N,1,0,N,1,N,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,N,0,0,0,N,0,N,N,0,1,N,1,0,0,0,1,N,1,0,0,0,N,0,0,1,0,
https://www.virustotal.com/file/6f87777bcc8a0937e6ccaa1ea91ae59c51e6e0b9102b76a6375031ad2c1a0dfa/analysis/1528148222/,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,N,N,N,0,0,N,1,N,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,N,0,1,0,N,0,N,N,0,0,N,0,0,0,0,1,N,0,0,0,0,N,0,0,0,0,
https://www.virustotal.com/file/12d6e9ac19b92a787e257122b366ced11a3b0c283fbadc0b8ed94a6f26f3f7f3/analysis/1528148224/,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,N,N,N,1,0,N,1,N,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,N,0,1,0,N,1,N,N,0,1,N,1,0,0,1,1,N,0,0,0,0,N,0,0,1,0,
https://www.virustotal.com/file/02a03dce8e6df7302bc2ad362276b78e2290cbcb0678c89cb8a425a213a63c2a/analysis/1528148225/,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,N,N,N,1,0,N,1,N,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,N,0,1,0,N,1,N,N,0,1,N,1,0,1,1,1,N,1,0,0,0,N,0,1,1,0,
https://www.virustotal.com/file/c0459b15b61176bc7084c6c94cd6e2246e8df0314f20a387d8f2448a767b3f99/analysis/1528148225/,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,N,N,N,1,0,N,1,N,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,N,0,0,0,N,0,N,N,0,0,N,1,0,0,0,1,N,0,0,0,0,N,0,0,0,0,
https://www.virustotal.com/file/38523c674d49f947c6151902a4fcab30894b4caab276d6624194744843d5029f/analysis/1528148225/,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,N,N,N,1,0,N,1,N,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,N,0,1,0,N,1,N,N,0,1,N,1,0,0,1,1,N,0,0,0,0,N,0,0,1,0,
https://www.virustotal.com/file/dc7a198febcea79b9ec2294287f5c4e0d50325f386cc24c5222b2671681b5435/analysis/1528148226/,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,N,N,N,1,0,N,1,N,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,N,0,1,0,N,0,N,N,0,1,N,1,0,0,0,1,N,0,0,0,0,N,0,0,1,0,
https://www.virustotal.com/file/23e904de333cb88170e1c90c3877402088c0c9b0c9c73679a3301bd37274a498/analysis/1528148226/,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,N,N,N,1,0,N,1,N,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,N,0,1,0,N,1,N,N,0,1,N,1,0,0,0,1,N,0,0,0,0,N,0,0,0,0,
